DATAFLOW,LAST UPDATE,freq,hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Albania,2017,53.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Albania,2018,47.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Albania,2019,44.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Albania,2020,38.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Albania,2021,40.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2003,8.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2004,21.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2005,26.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2006,26.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2007,28.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2008,28.7,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2009,24.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2010,25.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2011,23.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2012,22.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2013,23.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2014,23.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2015,22.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2016,22.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2017,20.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2018,20.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2019,18.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2020,17.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2021,18.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2022,19.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Austria,2023,22.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2003,29.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2004,28.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2005,23.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2006,21.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2007,20.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2008,23.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2009,23.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2010,25.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2011,26.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2012,25.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2013,24.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2014,24.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2015,25.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2016,26.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2017,25.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2018,24.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2019,25.3,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2020,23.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2021,22.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2022,22.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Belgium,2023,21.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2005,76.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2006,76.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2007,79.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2008,57.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2009,58.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2010,65.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2011,65.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2012,68.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2013,64.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2014,49.6,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2015,53.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2016,54.2,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2017,53.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2018,32.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2019,36.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2020,43.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2021,36.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2022,42.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Bulgaria,2023,46.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2007,21.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2008,21.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2009,21.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2010,21.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2011,18.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2012,17.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2013,19.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2014,21.3,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2015,21.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2016,21.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2017,20.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2018,20.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2019,20.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2020,19.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2021,18.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2022,18.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Switzerland,2023,18.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2005,43.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2006,43.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2007,42.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2008,40.1,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2009,41.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2010,49.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2011,52.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2012,50.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2013,54.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2014,59.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2015,60.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2016,56.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2017,50.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2018,49.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2019,47.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2020,44.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2021,43.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2022,39.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Cyprus,2023,37.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2005,42.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2006,40.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2007,38.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2008,37.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2009,37.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2010,37.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2011,40.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2012,42.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2013,41.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2014,40.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2015,36.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2016,32.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2017,28.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2018,23.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2019,21.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2020,19.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2021,18.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2022,17.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Czechia,2023,19.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2005,24.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2006,41.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2007,36.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2008,34.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2009,34.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2010,33.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2011,34.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2012,33.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2013,32.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2014,32.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2015,30.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2016,30.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2017,29.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2018,28.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2019,26.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2020,37.6,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2021,32.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2022,33.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Germany,2023,35.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2003,8.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2004,18.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2005,24.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2006,24.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2007,18.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2008,24.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2009,25.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2010,23.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2011,24.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2012,27.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2013,27.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2014,28.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2015,26.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2016,24.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2017,25.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2018,25.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2019,22.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2020,22.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2021,19.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2022,20.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Denmark,2023,23.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2004,7.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2005,35.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2006,26.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2007,22.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2008,19.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2009,29.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2010,43.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2011,44.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2012,44.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2013,41.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2014,39.1,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2015,36.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2016,31.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2017,36.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2018,34.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2019,31.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2020,30.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2021,27.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2022,31.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Estonia,2023,30.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2003,44.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2004,35.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2005,38.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2006,30.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2007,29.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2008,26.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2009,26.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2010,28.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2011,34.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2012,40.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2013,47.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2014,51.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2015,53.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2016,53.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2017,52.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2018,50.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2019,47.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2020,50.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2021,46.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2022,43.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Greece,2023,44.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2004,39.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2005,34.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2006,32.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2007,30.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2008,29.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2009,36.5,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2010,38.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2011,37.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2012,42.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2013,42.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2014,42.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2015,39.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Spain,2016,38.7,
